,process,discrete_steps
40,DoE1_R4_aug_11,0.0
41,DoE1_R4_aug_11,0.0
42,DoE1_R4_aug_11,2.2886111111111163
43,DoE1_R4_aug_11,4.265000000000004
44,DoE1_R4_aug_11,6.315000000000005
45,DoE1_R4_aug_11,8.348333333333336
46,DoE1_R4_aug_11,8.406666666666666
47,DoE1_R4_aug_11,10.381666666666668
36,DoE1_R4_aug_12,0.0
37,DoE1_R4_aug_12,0.0
38,DoE1_R4_aug_12,0.0
39,DoE1_R4_aug_12,0.0
40,DoE1_R4_aug_12,0.0
41,DoE1_R4_aug_12,0.0
42,DoE1_R4_aug_12,2.2886111111111163
43,DoE1_R4_aug_12,4.265000000000004
44,DoE1_R4_aug_12,6.315000000000005
45,DoE1_R4_aug_12,8.348333333333336
46,DoE1_R4_aug_12,8.406666666666666
47,DoE1_R4_aug_12,10.381666666666668
36,DoE1_R4_aug_13,0.0
37,DoE1_R4_aug_13,0.0
38,DoE1_R4_aug_13,0.0
39,DoE1_R4_aug_13,0.0
40,DoE1_R4_aug_13,0.0
41,DoE1_R4_aug_13,0.0
42,DoE1_R4_aug_13,2.2886111111111163
43,DoE1_R4_aug_13,4.265000000000004
44,DoE1_R4_aug_13,6.315000000000005
45,DoE1_R4_aug_13,8.348333333333336
46,DoE1_R4_aug_13,8.406666666666666
47,DoE1_R4_aug_13,10.381666666666668
36,DoE1_R4_aug_14,0.0
37,DoE1_R4_aug_14,0.0
38,DoE1_R4_aug_14,0.0
39,DoE1_R4_aug_14,0.0
40,DoE1_R4_aug_14,0.0
41,DoE1_R4_aug_14,0.0
42,DoE1_R4_aug_14,2.2886111111111163
43,DoE1_R4_aug_14,4.265000000000004
44,DoE1_R4_aug_14,6.315000000000005
45,DoE1_R4_aug_14,8.348333333333336
46,DoE1_R4_aug_14,8.406666666666666
47,DoE1_R4_aug_14,10.381666666666668
36,DoE1_R4_aug_15,0.0
37,DoE1_R4_aug_15,0.0
38,DoE1_R4_aug_15,0.0
39,DoE1_R4_aug_15,0.0
40,DoE1_R4_aug_15,0.0
41,DoE1_R4_aug_15,0.0
42,DoE1_R4_aug_15,2.2886111111111163
43,DoE1_R4_aug_15,4.265000000000004
44,DoE1_R4_aug_15,6.315000000000005
45,DoE1_R4_aug_15,8.348333333333336
46,DoE1_R4_aug_15,8.406666666666666
47,DoE1_R4_aug_15,10.381666666666668
48,DoE2_R1_aug_01,0.0
49,DoE2_R1_aug_01,0.0
50,DoE2_R1_aug_01,0.0
51,DoE2_R1_aug_01,2.1666666666670054
52,DoE2_R1_aug_01,4.083333333333972
53,DoE2_R1_aug_01,6.083333333334284
54,DoE2_R1_aug_01,8.125000000001272
55,DoE2_R1_aug_01,9.283333333334788
56,DoE2_R1_aug_01,9.858333333334876
57,DoE2_R1_aug_01,10.108333333334912
58,DoE2_R1_aug_01,11.27500000000176
59,DoE2_R1_aug_01,11.625000000001812
48,DoE2_R1_aug_02,0.0
49,DoE2_R1_aug_02,0.0
50,DoE2_R1_aug_02,0.0
51,DoE2_R1_aug_02,2.1666666666670054
52,DoE2_R1_aug_02,4.083333333333972
53,DoE2_R1_aug_02,6.083333333334284
54,DoE2_R1_aug_02,8.125000000001272
55,DoE2_R1_aug_02,9.283333333334788
56,DoE2_R1_aug_02,9.858333333334876
57,DoE2_R1_aug_02,10.108333333334912
58,DoE2_R1_aug_02,11.27500000000176
59,DoE2_R1_aug_02,11.625000000001812
48,DoE2_R1_aug_03,0.0
49,DoE2_R1_aug_03,0.0
50,DoE2_R1_aug_03,0.0
51,DoE2_R1_aug_03,2.1666666666670054
52,DoE2_R1_aug_03,4.083333333333972
53,DoE2_R1_aug_03,6.083333333334284
54,DoE2_R1_aug_03,8.125000000001272
55,DoE2_R1_aug_03,9.283333333334788
56,DoE2_R1_aug_03,9.858333333334876
57,DoE2_R1_aug_03,10.108333333334912
58,DoE2_R1_aug_03,11.27500000000176
59,DoE2_R1_aug_03,11.625000000001812
48,DoE2_R1_aug_04,0.0
49,DoE2_R1_aug_04,0.0
50,DoE2_R1_aug_04,0.0
51,DoE2_R1_aug_04,2.1666666666670054
52,DoE2_R1_aug_04,4.083333333333972
53,DoE2_R1_aug_04,6.083333333334284
54,DoE2_R1_aug_04,8.125000000001272
55,DoE2_R1_aug_04,9.283333333334788
56,DoE2_R1_aug_04,9.858333333334876
57,DoE2_R1_aug_04,10.108333333334912
58,DoE2_R1_aug_04,11.27500000000176
59,DoE2_R1_aug_04,11.625000000001812
48,DoE2_R1_aug_05,0.0
49,DoE2_R1_aug_05,0.0
50,DoE2_R1_aug_05,0.0
51,DoE2_R1_aug_05,2.1666666666670054
52,DoE2_R1_aug_05,4.083333333333972
53,DoE2_R1_aug_05,6.083333333334284
54,DoE2_R1_aug_05,8.125000000001272
55,DoE2_R1_aug_05,9.283333333334788
56,DoE2_R1_aug_05,9.858333333334876
57,DoE2_R1_aug_05,10.108333333334912
58,DoE2_R1_aug_05,11.27500000000176
59,DoE2_R1_aug_05,11.625000000001812
48,DoE2_R1_aug_06,0.0
49,DoE2_R1_aug_06,0.0
50,DoE2_R1_aug_06,0.0
51,DoE2_R1_aug_06,2.1666666666670054
52,DoE2_R1_aug_06,4.083333333333972
53,DoE2_R1_aug_06,6.083333333334284
54,DoE2_R1_aug_06,8.125000000001272
55,DoE2_R1_aug_06,9.283333333334788
56,DoE2_R1_aug_06,9.858333333334876
57,DoE2_R1_aug_06,10.108333333334912
58,DoE2_R1_aug_06,11.27500000000176
59,DoE2_R1_aug_06,11.625000000001812
48,DoE2_R1_aug_07,0.0
49,DoE2_R1_aug_07,0.0
50,DoE2_R1_aug_07,0.0
51,DoE2_R1_aug_07,2.1666666666670054
52,DoE2_R1_aug_07,4.083333333333972
53,DoE2_R1_aug_07,6.083333333334284
54,DoE2_R1_aug_07,8.125000000001272
55,DoE2_R1_aug_07,9.283333333334788
56,DoE2_R1_aug_07,9.858333333334876
57,DoE2_R1_aug_07,10.108333333334912
58,DoE2_R1_aug_07,11.27500000000176
59,DoE2_R1_aug_07,11.625000000001812
48,DoE2_R1_aug_08,0.0
49,DoE2_R1_aug_08,0.0
50,DoE2_R1_aug_08,0.0
51,DoE2_R1_aug_08,2.1666666666670054
52,DoE2_R1_aug_08,4.083333333333972
53,DoE2_R1_aug_08,6.083333333334284
54,DoE2_R1_aug_08,8.125000000001272
55,DoE2_R1_aug_08,9.283333333334788
56,DoE2_R1_aug_08,9.858333333334876
57,DoE2_R1_aug_08,10.108333333334912
58,DoE2_R1_aug_08,11.27500000000176
59,DoE2_R1_aug_08,11.625000000001812
48,DoE2_R1_aug_09,0.0
49,DoE2_R1_aug_09,0.0
50,DoE2_R1_aug_09,0.0
51,DoE2_R1_aug_09,2.1666666666670054
52,DoE2_R1_aug_09,4.083333333333972
53,DoE2_R1_aug_09,6.083333333334284
54,DoE2_R1_aug_09,8.125000000001272
55,DoE2_R1_aug_09,9.283333333334788
56,DoE2_R1_aug_09,9.858333333334876
57,DoE2_R1_aug_09,10.108333333334912
58,DoE2_R1_aug_09,11.27500000000176
59,DoE2_R1_aug_09,11.625000000001812
48,DoE2_R1_aug_10,0.0
49,DoE2_R1_aug_10,0.0
50,DoE2_R1_aug_10,0.0
51,DoE2_R1_aug_10,2.1666666666670054
52,DoE2_R1_aug_10,4.083333333333972
53,DoE2_R1_aug_10,6.083333333334284
54,DoE2_R1_aug_10,8.125000000001272
55,DoE2_R1_aug_10,9.283333333334788
56,DoE2_R1_aug_10,9.858333333334876
57,DoE2_R1_aug_10,10.108333333334912
58,DoE2_R1_aug_10,11.27500000000176
59,DoE2_R1_aug_10,11.625000000001812
48,DoE2_R1_aug_11,0.0
49,DoE2_R1_aug_11,0.0
50,DoE2_R1_aug_11,0.0
51,DoE2_R1_aug_11,2.1666666666670054
52,DoE2_R1_aug_11,4.083333333333972
53,DoE2_R1_aug_11,6.083333333334284
54,DoE2_R1_aug_11,8.125000000001272
55,DoE2_R1_aug_11,9.283333333334788
56,DoE2_R1_aug_11,9.858333333334876
57,DoE2_R1_aug_11,10.108333333334912
58,DoE2_R1_aug_11,11.27500000000176
59,DoE2_R1_aug_11,11.625000000001812
48,DoE2_R1_aug_12,0.0
49,DoE2_R1_aug_12,0.0
50,DoE2_R1_aug_12,0.0
51,DoE2_R1_aug_12,2.1666666666670054
52,DoE2_R1_aug_12,4.083333333333972
53,DoE2_R1_aug_12,6.083333333334284
54,DoE2_R1_aug_12,8.125000000001272
55,DoE2_R1_aug_12,9.283333333334788
56,DoE2_R1_aug_12,9.858333333334876
57,DoE2_R1_aug_12,10.108333333334912
58,DoE2_R1_aug_12,11.27500000000176
59,DoE2_R1_aug_12,11.625000000001812
48,DoE2_R1_aug_13,0.0
49,DoE2_R1_aug_13,0.0
50,DoE2_R1_aug_13,0.0
51,DoE2_R1_aug_13,2.1666666666670054
52,DoE2_R1_aug_13,4.083333333333972
53,DoE2_R1_aug_13,6.083333333334284
54,DoE2_R1_aug_13,8.125000000001272
55,DoE2_R1_aug_13,9.283333333334788
56,DoE2_R1_aug_13,9.858333333334876
57,DoE2_R1_aug_13,10.108333333334912
58,DoE2_R1_aug_13,11.27500000000176
59,DoE2_R1_aug_13,11.625000000001812
48,DoE2_R1_aug_14,0.0
49,DoE2_R1_aug_14,0.0
50,DoE2_R1_aug_14,0.0
51,DoE2_R1_aug_14,2.1666666666670054
52,DoE2_R1_aug_14,4.083333333333972
53,DoE2_R1_aug_14,6.083333333334284
54,DoE2_R1_aug_14,8.125000000001272
55,DoE2_R1_aug_14,9.283333333334788
56,DoE2_R1_aug_14,9.858333333334876
57,DoE2_R1_aug_14,10.108333333334912
58,DoE2_R1_aug_14,11.27500000000176
59,DoE2_R1_aug_14,11.625000000001812
48,DoE2_R1_aug_15,0.0
49,DoE2_R1_aug_15,0.0
50,DoE2_R1_aug_15,0.0
51,DoE2_R1_aug_15,2.1666666666670054
52,DoE2_R1_aug_15,4.083333333333972
53,DoE2_R1_aug_15,6.083333333334284
54,DoE2_R1_aug_15,8.125000000001272
55,DoE2_R1_aug_15,9.283333333334788
56,DoE2_R1_aug_15,9.858333333334876
57,DoE2_R1_aug_15,10.108333333334912
58,DoE2_R1_aug_15,11.27500000000176
59,DoE2_R1_aug_15,11.625000000001812
60,DoE2_R2_aug_01,0.0
61,DoE2_R2_aug_01,0.0
62,DoE2_R2_aug_01,0.0
63,DoE2_R2_aug_01,0.0
64,DoE2_R2_aug_01,0.0
65,DoE2_R2_aug_01,0.0
66,DoE2_R2_aug_01,0.0
67,DoE2_R2_aug_01,2.133333333333667
68,DoE2_R2_aug_01,4.066666666667302
69,DoE2_R2_aug_01,6.066666666667604
70,DoE2_R2_aug_01,8.100000000001252
71,DoE2_R2_aug_01,10.083333333334885
60,DoE2_R2_aug_02,0.0
61,DoE2_R2_aug_02,0.0
62,DoE2_R2_aug_02,0.0
63,DoE2_R2_aug_02,0.0
64,DoE2_R2_aug_02,0.0
65,DoE2_R2_aug_02,0.0
66,DoE2_R2_aug_02,0.0
67,DoE2_R2_aug_02,2.133333333333667
68,DoE2_R2_aug_02,4.066666666667302
69,DoE2_R2_aug_02,6.066666666667604
70,DoE2_R2_aug_02,8.100000000001252
71,DoE2_R2_aug_02,10.083333333334885
60,DoE2_R2_aug_03,0.0
61,DoE2_R2_aug_03,0.0
62,DoE2_R2_aug_03,0.0
63,DoE2_R2_aug_03,0.0
64,DoE2_R2_aug_03,0.0
65,DoE2_R2_aug_03,0.0
66,DoE2_R2_aug_03,0.0
67,DoE2_R2_aug_03,2.133333333333667
68,DoE2_R2_aug_03,4.066666666667302
69,DoE2_R2_aug_03,6.066666666667604
70,DoE2_R2_aug_03,8.100000000001252
71,DoE2_R2_aug_03,10.083333333334885
60,DoE2_R2_aug_04,0.0
61,DoE2_R2_aug_04,0.0
62,DoE2_R2_aug_04,0.0
63,DoE2_R2_aug_04,0.0
64,DoE2_R2_aug_04,0.0
65,DoE2_R2_aug_04,0.0
66,DoE2_R2_aug_04,0.0
67,DoE2_R2_aug_04,2.133333333333667
68,DoE2_R2_aug_04,4.066666666667302
69,DoE2_R2_aug_04,6.066666666667604
70,DoE2_R2_aug_04,8.100000000001252
71,DoE2_R2_aug_04,10.083333333334885
60,DoE2_R2_aug_05,0.0
61,DoE2_R2_aug_05,0.0
62,DoE2_R2_aug_05,0.0
63,DoE2_R2_aug_05,0.0
64,DoE2_R2_aug_05,0.0
65,DoE2_R2_aug_05,0.0
66,DoE2_R2_aug_05,0.0
67,DoE2_R2_aug_05,2.133333333333667
68,DoE2_R2_aug_05,4.066666666667302
69,DoE2_R2_aug_05,6.066666666667604
70,DoE2_R2_aug_05,8.100000000001252
71,DoE2_R2_aug_05,10.083333333334885
60,DoE2_R2_aug_06,0.0
61,DoE2_R2_aug_06,0.0
62,DoE2_R2_aug_06,0.0
63,DoE2_R2_aug_06,0.0
64,DoE2_R2_aug_06,0.0
65,DoE2_R2_aug_06,0.0
66,DoE2_R2_aug_06,0.0
67,DoE2_R2_aug_06,2.133333333333667
68,DoE2_R2_aug_06,4.066666666667302
69,DoE2_R2_aug_06,6.066666666667604
70,DoE2_R2_aug_06,8.100000000001252
71,DoE2_R2_aug_06,10.083333333334885
60,DoE2_R2_aug_07,0.0
61,DoE2_R2_aug_07,0.0
62,DoE2_R2_aug_07,0.0
63,DoE2_R2_aug_07,0.0
64,DoE2_R2_aug_07,0.0
65,DoE2_R2_aug_07,0.0
66,DoE2_R2_aug_07,0.0
67,DoE2_R2_aug_07,2.133333333333667
68,DoE2_R2_aug_07,4.066666666667302
69,DoE2_R2_aug_07,6.066666666667604
70,DoE2_R2_aug_07,8.100000000001252
71,DoE2_R2_aug_07,10.083333333334885
60,DoE2_R2_aug_08,0.0
61,DoE2_R2_aug_08,0.0
62,DoE2_R2_aug_08,0.0
63,DoE2_R2_aug_08,0.0
64,DoE2_R2_aug_08,0.0
65,DoE2_R2_aug_08,0.0
66,DoE2_R2_aug_08,0.0
67,DoE2_R2_aug_08,2.133333333333667
68,DoE2_R2_aug_08,4.066666666667302
69,DoE2_R2_aug_08,6.066666666667604
70,DoE2_R2_aug_08,8.100000000001252
71,DoE2_R2_aug_08,10.083333333334885
60,DoE2_R2_aug_09,0.0
61,DoE2_R2_aug_09,0.0
62,DoE2_R2_aug_09,0.0
63,DoE2_R2_aug_09,0.0
64,DoE2_R2_aug_09,0.0
65,DoE2_R2_aug_09,0.0
66,DoE2_R2_aug_09,0.0
67,DoE2_R2_aug_09,2.133333333333667
68,DoE2_R2_aug_09,4.066666666667302
69,DoE2_R2_aug_09,6.066666666667604
70,DoE2_R2_aug_09,8.100000000001252
71,DoE2_R2_aug_09,10.083333333334885
60,DoE2_R2_aug_10,0.0
61,DoE2_R2_aug_10,0.0
62,DoE2_R2_aug_10,0.0
63,DoE2_R2_aug_10,0.0
64,DoE2_R2_aug_10,0.0
65,DoE2_R2_aug_10,0.0
66,DoE2_R2_aug_10,0.0
67,DoE2_R2_aug_10,2.133333333333667
68,DoE2_R2_aug_10,4.066666666667302
69,DoE2_R2_aug_10,6.066666666667604
70,DoE2_R2_aug_10,8.100000000001252
71,DoE2_R2_aug_10,10.083333333334885
60,DoE2_R2_aug_11,0.0
61,DoE2_R2_aug_11,0.0
62,DoE2_R2_aug_11,0.0
63,DoE2_R2_aug_11,0.0
64,DoE2_R2_aug_11,0.0
65,DoE2_R2_aug_11,0.0
66,DoE2_R2_aug_11,0.0
67,DoE2_R2_aug_11,2.133333333333667
68,DoE2_R2_aug_11,4.066666666667302
69,DoE2_R2_aug_11,6.066666666667604
70,DoE2_R2_aug_11,8.100000000001252
71,DoE2_R2_aug_11,10.083333333334885
60,DoE2_R2_aug_12,0.0
61,DoE2_R2_aug_12,0.0
62,DoE2_R2_aug_12,0.0
63,DoE2_R2_aug_12,0.0
64,DoE2_R2_aug_12,0.0
65,DoE2_R2_aug_12,0.0
66,DoE2_R2_aug_12,0.0
67,DoE2_R2_aug_12,2.133333333333667
68,DoE2_R2_aug_12,4.066666666667302
69,DoE2_R2_aug_12,6.066666666667604
70,DoE2_R2_aug_12,8.100000000001252
71,DoE2_R2_aug_12,10.083333333334885
60,DoE2_R2_aug_13,0.0
61,DoE2_R2_aug_13,0.0
62,DoE2_R2_aug_13,0.0
63,DoE2_R2_aug_13,0.0
64,DoE2_R2_aug_13,0.0
65,DoE2_R2_aug_13,0.0
66,DoE2_R2_aug_13,0.0
67,DoE2_R2_aug_13,2.133333333333667
68,DoE2_R2_aug_13,4.066666666667302
69,DoE2_R2_aug_13,6.066666666667604
70,DoE2_R2_aug_13,8.100000000001252
71,DoE2_R2_aug_13,10.083333333334885
60,DoE2_R2_aug_14,0.0
61,DoE2_R2_aug_14,0.0
62,DoE2_R2_aug_14,0.0
63,DoE2_R2_aug_14,0.0
64,DoE2_R2_aug_14,0.0
65,DoE2_R2_aug_14,0.0
66,DoE2_R2_aug_14,0.0
67,DoE2_R2_aug_14,2.133333333333667
68,DoE2_R2_aug_14,4.066666666667302
69,DoE2_R2_aug_14,6.066666666667604
70,DoE2_R2_aug_14,8.100000000001252
71,DoE2_R2_aug_14,10.083333333334885
60,DoE2_R2_aug_15,0.0
61,DoE2_R2_aug_15,0.0
62,DoE2_R2_aug_15,0.0
63,DoE2_R2_aug_15,0.0
64,DoE2_R2_aug_15,0.0
65,DoE2_R2_aug_15,0.0
66,DoE2_R2_aug_15,0.0
67,DoE2_R2_aug_15,2.133333333333667
68,DoE2_R2_aug_15,4.066666666667302
69,DoE2_R2_aug_15,6.066666666667604
70,DoE2_R2_aug_15,8.100000000001252
71,DoE2_R2_aug_15,10.083333333334885
72,DoE2_R3_aug_01,0.0
73,DoE2_R3_aug_01,0.0
74,DoE2_R3_aug_01,0.0
75,DoE2_R3_aug_01,0.0
76,DoE2_R3_aug_01,0.0
77,DoE2_R3_aug_01,0.0
78,DoE2_R3_aug_01,0.0
79,DoE2_R3_aug_01,2.0919444444447706
80,DoE2_R3_aug_01,4.033333333333957
81,DoE2_R3_aug_01,6.033333333334248
82,DoE2_R3_aug_01,8.066666666667835
83,DoE2_R3_aug_01,10.041666666668078
72,DoE2_R3_aug_02,0.0
73,DoE2_R3_aug_02,0.0
74,DoE2_R3_aug_02,0.0
75,DoE2_R3_aug_02,0.0
76,DoE2_R3_aug_02,0.0
77,DoE2_R3_aug_02,0.0
78,DoE2_R3_aug_02,0.0
79,DoE2_R3_aug_02,2.0919444444447706
80,DoE2_R3_aug_02,4.033333333333957
81,DoE2_R3_aug_02,6.033333333334248
82,DoE2_R3_aug_02,8.066666666667835
83,DoE2_R3_aug_02,10.041666666668078
72,DoE2_R3_aug_03,0.0
73,DoE2_R3_aug_03,0.0
74,DoE2_R3_aug_03,0.0
75,DoE2_R3_aug_03,0.0
76,DoE2_R3_aug_03,0.0
77,DoE2_R3_aug_03,0.0
78,DoE2_R3_aug_03,0.0
79,DoE2_R3_aug_03,2.0919444444447706
80,DoE2_R3_aug_03,4.033333333333957
81,DoE2_R3_aug_03,6.033333333334248
82,DoE2_R3_aug_03,8.066666666667835
83,DoE2_R3_aug_03,10.041666666668078
72,DoE2_R3_aug_04,0.0
73,DoE2_R3_aug_04,0.0
74,DoE2_R3_aug_04,0.0
75,DoE2_R3_aug_04,0.0
76,DoE2_R3_aug_04,0.0
77,DoE2_R3_aug_04,0.0
78,DoE2_R3_aug_04,0.0
79,DoE2_R3_aug_04,2.0919444444447706
80,DoE2_R3_aug_04,4.033333333333957
81,DoE2_R3_aug_04,6.033333333334248
82,DoE2_R3_aug_04,8.066666666667835
83,DoE2_R3_aug_04,10.041666666668078
72,DoE2_R3_aug_05,0.0
73,DoE2_R3_aug_05,0.0
74,DoE2_R3_aug_05,0.0
75,DoE2_R3_aug_05,0.0
76,DoE2_R3_aug_05,0.0
77,DoE2_R3_aug_05,0.0
78,DoE2_R3_aug_05,0.0
79,DoE2_R3_aug_05,2.0919444444447706
80,DoE2_R3_aug_05,4.033333333333957
81,DoE2_R3_aug_05,6.033333333334248
82,DoE2_R3_aug_05,8.066666666667835
83,DoE2_R3_aug_05,10.041666666668078
72,DoE2_R3_aug_06,0.0
73,DoE2_R3_aug_06,0.0
74,DoE2_R3_aug_06,0.0
75,DoE2_R3_aug_06,0.0
76,DoE2_R3_aug_06,0.0
77,DoE2_R3_aug_06,0.0
78,DoE2_R3_aug_06,0.0
79,DoE2_R3_aug_06,2.0919444444447706
80,DoE2_R3_aug_06,4.033333333333957
81,DoE2_R3_aug_06,6.033333333334248
82,DoE2_R3_aug_06,8.066666666667835
83,DoE2_R3_aug_06,10.041666666668078
72,DoE2_R3_aug_07,0.0
73,DoE2_R3_aug_07,0.0
74,DoE2_R3_aug_07,0.0
75,DoE2_R3_aug_07,0.0
76,DoE2_R3_aug_07,0.0
77,DoE2_R3_aug_07,0.0
78,DoE2_R3_aug_07,0.0
79,DoE2_R3_aug_07,2.0919444444447706
80,DoE2_R3_aug_07,4.033333333333957
81,DoE2_R3_aug_07,6.033333333334248
82,DoE2_R3_aug_07,8.066666666667835
83,DoE2_R3_aug_07,10.041666666668078
72,DoE2_R3_aug_08,0.0
73,DoE2_R3_aug_08,0.0
74,DoE2_R3_aug_08,0.0
75,DoE2_R3_aug_08,0.0
76,DoE2_R3_aug_08,0.0
77,DoE2_R3_aug_08,0.0
78,DoE2_R3_aug_08,0.0
79,DoE2_R3_aug_08,2.0919444444447706
80,DoE2_R3_aug_08,4.033333333333957
81,DoE2_R3_aug_08,6.033333333334248
82,DoE2_R3_aug_08,8.066666666667835
83,DoE2_R3_aug_08,10.041666666668078
72,DoE2_R3_aug_09,0.0
73,DoE2_R3_aug_09,0.0
74,DoE2_R3_aug_09,0.0
75,DoE2_R3_aug_09,0.0
76,DoE2_R3_aug_09,0.0
77,DoE2_R3_aug_09,0.0
78,DoE2_R3_aug_09,0.0
79,DoE2_R3_aug_09,2.0919444444447706
80,DoE2_R3_aug_09,4.033333333333957
81,DoE2_R3_aug_09,6.033333333334248
82,DoE2_R3_aug_09,8.066666666667835
83,DoE2_R3_aug_09,10.041666666668078
72,DoE2_R3_aug_10,0.0
73,DoE2_R3_aug_10,0.0
74,DoE2_R3_aug_10,0.0
75,DoE2_R3_aug_10,0.0
76,DoE2_R3_aug_10,0.0
77,DoE2_R3_aug_10,0.0
78,DoE2_R3_aug_10,0.0
79,DoE2_R3_aug_10,2.0919444444447706
80,DoE2_R3_aug_10,4.033333333333957
81,DoE2_R3_aug_10,6.033333333334248
82,DoE2_R3_aug_10,8.066666666667835
83,DoE2_R3_aug_10,10.041666666668078
72,DoE2_R3_aug_11,0.0
73,DoE2_R3_aug_11,0.0
74,DoE2_R3_aug_11,0.0
75,DoE2_R3_aug_11,0.0
76,DoE2_R3_aug_11,0.0
77,DoE2_R3_aug_11,0.0
78,DoE2_R3_aug_11,0.0
79,DoE2_R3_aug_11,2.0919444444447706
80,DoE2_R3_aug_11,4.033333333333957
81,DoE2_R3_aug_11,6.033333333334248
82,DoE2_R3_aug_11,8.066666666667835
83,DoE2_R3_aug_11,10.041666666668078
72,DoE2_R3_aug_12,0.0
73,DoE2_R3_aug_12,0.0
74,DoE2_R3_aug_12,0.0
75,DoE2_R3_aug_12,0.0
76,DoE2_R3_aug_12,0.0
77,DoE2_R3_aug_12,0.0
78,DoE2_R3_aug_12,0.0
79,DoE2_R3_aug_12,2.0919444444447706
80,DoE2_R3_aug_12,4.033333333333957
81,DoE2_R3_aug_12,6.033333333334248
82,DoE2_R3_aug_12,8.066666666667835
83,DoE2_R3_aug_12,10.041666666668078
72,DoE2_R3_aug_13,0.0
73,DoE2_R3_aug_13,0.0
74,DoE2_R3_aug_13,0.0
75,DoE2_R3_aug_13,0.0
76,DoE2_R3_aug_13,0.0
77,DoE2_R3_aug_13,0.0
78,DoE2_R3_aug_13,0.0
79,DoE2_R3_aug_13,2.0919444444447706
80,DoE2_R3_aug_13,4.033333333333957
81,DoE2_R3_aug_13,6.033333333334248
82,DoE2_R3_aug_13,8.066666666667835
83,DoE2_R3_aug_13,10.041666666668078
72,DoE2_R3_aug_14,0.0
73,DoE2_R3_aug_14,0.0
74,DoE2_R3_aug_14,0.0
75,DoE2_R3_aug_14,0.0
76,DoE2_R3_aug_14,0.0
77,DoE2_R3_aug_14,0.0
78,DoE2_R3_aug_14,0.0
79,DoE2_R3_aug_14,2.0919444444447706
80,DoE2_R3_aug_14,4.033333333333957
81,DoE2_R3_aug_14,6.033333333334248
82,DoE2_R3_aug_14,8.066666666667835
83,DoE2_R3_aug_14,10.041666666668078
72,DoE2_R3_aug_15,0.0
73,DoE2_R3_aug_15,0.0
74,DoE2_R3_aug_15,0.0
75,DoE2_R3_aug_15,0.0
76,DoE2_R3_aug_15,0.0
77,DoE2_R3_aug_15,0.0
78,DoE2_R3_aug_15,0.0
79,DoE2_R3_aug_15,2.0919444444447706
80,DoE2_R3_aug_15,4.033333333333957
81,DoE2_R3_aug_15,6.033333333334248
82,DoE2_R3_aug_15,8.066666666667835
83,DoE2_R3_aug_15,10.041666666668078
84,DoE2_R4_aug_01,0.0
85,DoE2_R4_aug_01,0.0
86,DoE2_R4_aug_01,0.0
87,DoE2_R4_aug_01,0.0
88,DoE2_R4_aug_01,0.0
89,DoE2_R4_aug_01,0.0
90,DoE2_R4_aug_01,0.0
91,DoE2_R4_aug_01,2.116666666666955
92,DoE2_R4_aug_01,4.058333333333955
93,DoE2_R4_aug_01,6.066666666667555
94,DoE2_R4_aug_01,8.091666666667955
95,DoE2_R4_aug_01,10.066666666668254
84,DoE2_R4_aug_02,0.0
85,DoE2_R4_aug_02,0.0
86,DoE2_R4_aug_02,0.0
87,DoE2_R4_aug_02,0.0
88,DoE2_R4_aug_02,0.0
89,DoE2_R4_aug_02,0.0
90,DoE2_R4_aug_02,0.0
91,DoE2_R4_aug_02,2.116666666666955
92,DoE2_R4_aug_02,4.058333333333955
93,DoE2_R4_aug_02,6.066666666667555
94,DoE2_R4_aug_02,8.091666666667955
95,DoE2_R4_aug_02,10.066666666668254
84,DoE2_R4_aug_03,0.0
85,DoE2_R4_aug_03,0.0
86,DoE2_R4_aug_03,0.0
87,DoE2_R4_aug_03,0.0
88,DoE2_R4_aug_03,0.0
89,DoE2_R4_aug_03,0.0
90,DoE2_R4_aug_03,0.0
91,DoE2_R4_aug_03,2.116666666666955
92,DoE2_R4_aug_03,4.058333333333955
93,DoE2_R4_aug_03,6.066666666667555
94,DoE2_R4_aug_03,8.091666666667955
95,DoE2_R4_aug_03,10.066666666668254
84,DoE2_R4_aug_04,0.0
85,DoE2_R4_aug_04,0.0
86,DoE2_R4_aug_04,0.0
87,DoE2_R4_aug_04,0.0
88,DoE2_R4_aug_04,0.0
89,DoE2_R4_aug_04,0.0
90,DoE2_R4_aug_04,0.0
91,DoE2_R4_aug_04,2.116666666666955
92,DoE2_R4_aug_04,4.058333333333955
93,DoE2_R4_aug_04,6.066666666667555
94,DoE2_R4_aug_04,8.091666666667955
95,DoE2_R4_aug_04,10.066666666668254
84,DoE2_R4_aug_05,0.0
85,DoE2_R4_aug_05,0.0
86,DoE2_R4_aug_05,0.0
87,DoE2_R4_aug_05,0.0
88,DoE2_R4_aug_05,0.0
89,DoE2_R4_aug_05,0.0
90,DoE2_R4_aug_05,0.0
91,DoE2_R4_aug_05,2.116666666666955
92,DoE2_R4_aug_05,4.058333333333955
93,DoE2_R4_aug_05,6.066666666667555
94,DoE2_R4_aug_05,8.091666666667955
95,DoE2_R4_aug_05,10.066666666668254
84,DoE2_R4_aug_06,0.0
85,DoE2_R4_aug_06,0.0
86,DoE2_R4_aug_06,0.0
87,DoE2_R4_aug_06,0.0
88,DoE2_R4_aug_06,0.0
89,DoE2_R4_aug_06,0.0
