,process,t,G_exp,G,P_exp,P,X_exp,X,V_N
1804,DoE1_R2_aug_10,2.4665777184789857,0.0,0.0,2.902692717995995,3.0222754,28.254921849456743,25.008966,1.3993528842689422
1812,DoE1_R2_aug_10,2.531487658438959,0.0,0.0,2.978404328457394,2.9848542,28.414564845632587,26.728407,1.40147028182629
1500,DoE1_R2_aug_11,0.0,0.0,0.0,-0.08085739719749539,0.0,20.977252835043064,20.427782,1.3260536767780842
2004,DoE1_R2_aug_11,4.089326217478319,0.0,0.0,4.722177254545474,4.5793853,31.919376734441034,31.559086,1.4609801663167303
2025,DoE1_R2_aug_11,4.259714809873248,0.0,0.0,4.902821688258688,4.555426,32.273033780957945,34.20621,1.4673295567433493
2367,DoE1_R2_aug_11,7.034614743162107,0.0,0.0,7.457498420948251,6.995932,37.791787658973554,38.52461,1.598643331002293
2378,DoE1_R2_aug_11,7.123865910607071,0.0,0.0,7.525289218809931,6.886136,37.974047657462826,39.359325,1.6036680896340663
2428,DoE1_R2_aug_11,7.529553035356904,0.0,0.0,7.820219266410209,7.370515,38.816638419849056,38.69441,1.6271836233363741
2706,DoE1_R2_aug_11,9.785173448965976,0.0,0.0,9.016889977867537,8.708269,44.185618742739265,46.374107,1.775600712302393
2830,DoE1_R2_aug_11,10.791277518345563,0.0,0.0,9.27326230475678,9.189357,47.14508371504702,43.915314,1.854600568763745
1500,DoE1_R2_aug_12,0.0,0.0,0.0,-0.08085739719749539,0.0,20.977252835043064,20.748224,1.3260536767780842
1779,DoE1_R2_aug_12,2.263734156104069,0.0,0.0,2.6648085163404525,2.8227592,27.747449611700453,28.397053,1.3930543300452192
1851,DoE1_R2_aug_12,2.847923615743829,0.0,0.0,3.344436626794739,3.3032334,29.174860457799877,29.188267,1.4124062895308773
2197,DoE1_R2_aug_12,5.655278519012675,0.0,0.0,6.2876393617278845,6.601195,35.05751332447328,37.098988,1.5295588488533853
2519,DoE1_R2_aug_12,8.267903602401601,0.0,0.0,8.298377449732362,9.092703,40.42612545238097,38.570827,1.6715983665597192
2696,DoE1_R2_aug_12,9.704036024016009,0.0,0.0,8.988197850776675,8.956297,43.96517011850783,43.20041,1.7694672838401817
2734,DoE1_R2_aug_12,10.012358238825882,0.0,0.0,9.091021552665069,8.250467,44.81647617016988,44.71643,1.7928955002247933
2828,DoE1_R2_aug_12,10.77505003335557,0.0,0.0,9.270637301118946,8.782472,47.09376059390109,48.465782,1.853265020424107
1500,DoE1_R2_aug_13,0.0,0.0,0.0,-0.08085739719749539,0.0,20.977252835043064,18.946026,1.3260536767780842
1717,DoE1_R2_aug_13,1.760682121414276,0.0,0.0,2.0672506011717178,2.2109008,26.42843349962555,27.474077,1.3773536107816544
1732,DoE1_R2_aug_13,1.882388258839226,0.0,0.0,2.2127358888895183,2.1301827,26.755885233381328,27.497963,1.3812761269964877
1872,DoE1_R2_aug_13,3.018312208138759,0.0,0.0,3.539292634942343,3.9384177,29.57262696728284,29.128273,1.4186560347736814
1893,DoE1_R2_aug_13,3.188700800533689,0.0,0.0,3.732470404639494,3.703795,29.96286157136905,30.807013,1.4251079327778358
2244,DoE1_R2_aug_13,6.036624416277518,0.0,0.0,6.632818291283037,6.641787,35.80451992849182,34.277893,1.548098618639205
2346,DoE1_R2_aug_13,6.864226150767178,0.0,0.0,7.325255049076944,6.804519,37.44648509973976,38.71153,1.589223144669062
2702,DoE1_R2_aug_13,9.75271847898599,0.0,0.0,9.005551922783084,9.41933,44.0971389956233,43.94799,1.7731438602260692
1500,DoE1_R2_aug_14,0.0,0.0,0.0,-0.08085739719749539,0.0,20.977252835043064,22.927217,1.3260536767780842
1708,DoE1_R2_aug_14,1.6876584389593061,0.0,0.0,1.9797030606095831,2.0661378,26.229279013881904,27.03762,1.3750119512210242
1860,DoE1_R2_aug_14,2.920947298198799,0.0,0.0,3.4281462845905986,3.2549345,29.346284249573436,30.250853,1.4150574723576332
2088,DoE1_R2_aug_14,4.770880587058039,0.0,0.0,5.430550489834128,5.5525975,33.31124713528832,30.240984,1.4881046128247961
2365,DoE1_R2_aug_14,7.018387258172114,0.0,0.0,7.445062766684741,8.302979,37.75875612316809,42.17296,1.5977362019149655
2394,DoE1_R2_aug_14,7.253685790527017,0.0,0.0,7.6220458761162675,8.0167675,38.24103107420898,41.393856,1.6110788433282943
2852,DoE1_R2_aug_14,10.969779853235488,0.0,0.0,9.298749500692601,10.689542,47.71805844476909,49.862373,1.869461558299393
2941,DoE1_R2_aug_14,11.691902935290193,0.0,0.0,9.336728389104815,10.174712,50.20299490473256,51.615753,1.9340587773733957
1500,DoE1_R2_aug_15,0.0,0.0,0.0,-0.08085739719749539,0.0,20.977252835043064,23.085312,1.3260536767780842
1728,DoE1_R2_aug_15,1.8499332888592392,0.0,0.0,2.1739934077477105,2.230331,26.66910395279782,26.974186,1.3802279167606826
1798,DoE1_R2_aug_15,2.417895263509006,0.0,0.0,2.8457756419380504,2.659629,28.134328704933967,30.57344,1.397796114985363
2025,DoE1_R2_aug_15,4.259714809873248,0.0,0.0,4.902821688258688,4.8865833,32.273033780957945,30.881275,1.4673295567433493
2050,DoE1_R2_aug_15,4.462558372248165,0.0,0.0,5.11485597426504,4.733969,32.68873883629916,34.354717,1.4751648418047165
2064,DoE1_R2_aug_15,4.5761507671781185,0.0,0.0,5.232110896391717,5.786836,32.919287280190595,33.903725,1.4797997039416406
2573,DoE1_R2_aug_15,8.70604569713142,0.0,0.0,8.543969364837057,9.904339,41.440486082186766,40.99393,1.6984515835227592
2799,DoE1_R2_aug_15,10.539751501000666,0.0,0.0,9.226880742821214,8.026036,46.36350917877802,50.51058,1.8341335552579574
3000,DoE1_R3_aug_01,0.0,0.0,0.0,0.032569619343390616,0.030948168,26.256206076106523,26.858324,1.3018684050389646
3319,DoE1_R3_aug_01,2.6077321918315923,0.0,0.0,1.767919801163803,1.7665923,28.282020514669714,27.982407,1.3295158254271437
3351,DoE1_R3_aug_01,2.8693228819212817,0.0,0.0,1.9038549652471786,1.8608159,28.4270757262002,26.124178,1.3325551286264694
3406,DoE1_R3_aug_01,3.3189318805129355,0.0,0.0,2.1243060436250034,2.122295,28.660537085922343,28.222694,1.3378854114123095
3425,DoE1_R3_aug_01,3.4742513527536887,0.0,0.0,2.1968218583882226,2.1613872,28.737214127571878,28.960423,1.3397270107338541
3468,DoE1_R3_aug_01,3.8257638425617086,0.0,0.0,2.3545262480742952,2.2365825,28.90464551888366,30.480814,1.3438302709957597
3470,DoE1_R3_aug_01,3.8421132606923143,0.0,0.0,2.36165401229012,2.3094358,28.912253532783172,29.621302,1.3440177401645563
3549,DoE1_R3_aug_01,4.487915276851235,0.0,0.0,2.6297107712017187,3.216556,29.203653578376006,28.74134,1.3512676631032283
3000,DoE1_R3_aug_02,0.0,0.0,0.0,0.032569619343390616,0.02899162,26.256206076106523,26.367098,1.3018684050389646
3701,DoE1_R3_aug_02,5.730471054777261,0.0,0.0,3.084341033251203,3.125699,29.75188477234473,30.199787,1.3665383371018194
3733,DoE1_R3_aug_02,5.99206174486695,0.0,0.0,3.1722436055012837,3.1729548,29.872330634685113,31.898205,1.3697170712050386
3788,DoE1_R3_aug_02,6.441670743458603,0.0,0.0,3.318782685466683,3.1019876,30.088687740428494,29.562527,1.3753723328387486
3807,DoE1_R3_aug_02,6.596990215699357,0.0,0.0,3.3683051788210294,3.707754,30.16685864153074,32.942554,1.377371706011403
3850,DoE1_R3_aug_02,6.948502705507377,0.0,0.0,3.4787881340008666,3.4908032,30.35170738491039,29.082277,1.3818357760704814
3852,DoE1_R3_aug_02,6.964852123637983,0.0,0.0,3.4838821358514283,3.3721464,30.36059935895965,29.277163,1.3820423547149137
3931,DoE1_R3_aug_02,7.610654139796904,0.0,0.0,3.683164962904204,3.8207438,30.7364066188822,32.106647,1.3902652581955321
3000,DoE1_R3_aug_03,0.0,0.0,0.0,0.032569619343390616,0.032575358,26.256206076106523,27.147423,1.3018684050389646
3147,DoE1_R3_aug_03,1.2016822325995111,0.0,0.0,0.9262401584909751,0.9087467,27.344353716489998,26.387087,1.3144143203325231
3179,DoE1_R3_aug_03,1.4632729226892005,0.0,0.0,1.098222341324644,1.2660753,27.542516142034476,26.944601,1.3173341955858984
3234,DoE1_R3_aug_03,1.9128819212808543,0.0,0.0,1.3767371618869166,1.5028086,27.85591205157619,26.96297,1.3222439010535485
3253,DoE1_R3_aug_03,2.0682013935216075,0.0,0.0,1.4681677339319483,1.4727203,27.956869738164603,31.378395,1.323874391255941
3296,DoE1_R3_aug_03,2.419713883329628,0.0,0.0,1.6665107080679242,1.5409766,28.17293195776522,28.428288,1.32738847478381
3298,DoE1_R3_aug_03,2.4360633014602335,0.0,0.0,1.6754554338996668,1.7702067,28.182588513772135,26.209417,1.3275711004814494
3377,DoE1_R3_aug_03,3.081865317619154,0.0,0.0,2.0100772938392852,2.1433885,28.539736298243277,26.083813,1.335067233586449
3000,DoE1_R3_aug_04,0.0,0.0,0.0,0.032569619343390616,0.03386276,26.256206076106523,27.50906,1.3018684050389646
3287,DoE1_R3_aug_04,2.3461415017419025,0.0,0.0,1.625956166119169,1.7962154,28.12906078546177,28.277576,1.3265728853046594
3319,DoE1_R3_aug_04,2.6077321918315923,0.0,0.0,1.767919801163803,1.8931829,28.282020514669714,26.941483,1.3295158254271437
3374,DoE1_R3_aug_04,3.057341190423246,0.0,0.0,1.9980082077192922,1.7548109,28.526957350332903,28.123636,1.3347762137330572
3393,DoE1_R3_aug_04,3.2126606626639993,0.0,0.0,2.0736405136085643,1.8633103,28.60697853407308,29.918318,1.3366217963740967
3436,DoE1_R3_aug_04,3.5641731524720193,0.0,0.0,2.237994573335656,2.4351401,28.780802413471186,27.725306,1.3407874079856528
3438,DoE1_R3_aug_04,3.580522570602625,0.0,0.0,2.2454180049761447,2.2505877,28.7886680580942,28.8222,1.3409795777731812
3517,DoE1_R3_aug_04,4.226324586761546,0.0,0.0,2.524185276873487,2.4648306,29.087422252267245,33.351254,1.3482926169913614
3000,DoE1_R3_aug_05,0.0,0.0,0.0,0.032569619343390616,0.028794197,26.256206076106523,24.282314,1.3018684050389646
4008,DoE1_R3_aug_05,8.240106737825219,0.0,0.0,3.876770982588358,4.536426,31.157549245030264,29.190844,1.3987281316630695
4040,DoE1_R3_aug_05,8.501697427914909,0.0,0.0,3.958080878118099,3.9619145,31.351509194645914,32.342762,1.4020332543544645
4095,DoE1_R3_aug_05,8.951306426506562,0.0,0.0,4.10023568966131,4.162652,31.714465420451532,31.46006,1.4080328366621309
4114,DoE1_R3_aug_05,9.106625898747316,0.0,0.0,4.15028485767261,4.6524396,31.84922886528194,31.86811,1.4102011196154542
4157,DoE1_R3_aug_05,9.458138388555335,0.0,0.0,4.265830277217118,4.437362,32.17343612330135,31.14348,1.4152078505789185
4159,DoE1_R3_aug_05,9.474487806685941,0.0,0.0,4.271290405122568,4.6254025,32.189190705955994,30.926636,1.4154425705778955
4238,DoE1_R3_aug_05,10.120289822844862,0.0,0.0,4.494325321923822,4.0998917,32.86314711061641,32.28504,1.424637124855957
3000,DoE1_R3_aug_06,0.0,0.0,0.0,0.032569619343390616,0.035953857,26.256206076106523,24.357489,1.3018684050389646
4155,DoE1_R3_aug_06,9.44178897042473,0.0,0.0,4.2603783038920895,4.661987,32.157743063142746,34.523514,1.4149732087974007
4187,DoE1_R3_aug_06,9.70337966051442,0.0,0.0,4.348630798689009,3.124097,32.41633821859511,33.46506,1.4187298057945128
4242,DoE1_R3_aug_06,10.152988659106073,0.0,0.0,4.506044565978586,4.758318,32.900080917904916,35.45665,1.4250912734078272
4261,DoE1_R3_aug_06,10.308308131346827,0.0,0.0,4.56234241122845,4.307915,33.07941924420753,37.294716,1.4272217722496734
4304,DoE1_R3_aug_06,10.659820621154847,0.0,0.0,4.693882883179994,4.505887,33.50990798221971,32.915974,1.432194386728584
4306,DoE1_R3_aug_06,10.676170039285452,0.0,0.0,4.700149531837483,4.057966,33.53078823523313,31.162361,1.4324357549082551
4385,DoE1_R3_aug_06,11.321972055444373,0.0,0.0,4.959490377482081,4.964484,34.42017339889973,33.589626,1.4418942218798199
3000,DoE1_R3_aug_07,0.0,0.0,0.0,0.032569619343390616,0.03524246,26.256206076106523,26.170612,1.3018684050389646
3232,DoE1_R3_aug_07,1.896532503150249,0.0,0.0,1.366973503325878,1.34609,27.845076898201505,28.76732,1.3220698091817202
3264,DoE1_R3_aug_07,2.1581231932399385,0.0,0.0,1.520022679122174,1.6713055,28.013732930984716,27.449413,1.3247966387170624
3319,DoE1_R3_aug_07,2.6077321918315923,0.0,0.0,1.767919801163803,1.4834299,28.282020514669714,29.459553,1.3295158254271437
3338,DoE1_R3_aug_07,2.7630516640723455,0.0,0.0,1.8493385142838816,2.1714816,28.36904250083208,27.887394,1.3313114149732685
3381,DoE1_R3_aug_07,3.1145641538803654,0.0,0.0,2.0260947122171284,2.249035,28.556689337695282,28.937426,1.3354555563729458
3383,DoE1_R3_aug_07,3.130913572010971,0.0,0.0,2.034071578886697,2.227269,28.565129685987873,27.272236,1.3356498222515196
3462,DoE1_R3_aug_07,3.776715588169892,0.0,0.0,2.333035182374315,2.5490007,28.881733907144145,26.780998,1.3432656906307106
3000,DoE1_R3_aug_08,0.0,0.0,0.0,0.032569619343390616,0.031757355,26.256206076106523,25.133375,1.3018684050389646
3519,DoE1_R3_aug_08,4.242674004892152,0.0,0.0,2.530897839240972,2.7141137,29.09474517654615,26.719833,1.348467925555368
3551,DoE1_R3_aug_08,4.504264694981841,0.0,0.0,2.636176696538894,2.4293382,29.210861771424987,28.547398,1.3514743284245703
3606,DoE1_R3_aug_08,4.953873693573494,0.0,0.0,2.808462911922965,2.7137337,29.407774970134042,32.75222,1.3570764504768231
3625,DoE1_R3_aug_08,5.109193165814248,0.0,0.0,2.8656697539522935,2.9759126,29.475701991148938,28.258732,1.358982943989061
3668,DoE1_R3_aug_08,5.460705655622268,0.0,0.0,2.991249030227746,3.46789,29.63067966347752,25.966766,1.3632653035355078
3670,DoE1_R3_aug_08,5.477055073752874,0.0,0.0,2.9969677253345672,3.0486057,29.637956524032177,29.437603,1.363463802200022
3749,DoE1_R3_aug_08,6.122857089911795,0.0,0.0,3.2154184437437277,3.3329873,29.933915168741542,31.367382,1.3713126777034308
3000,DoE1_R3_aug_09,0.0,0.0,0.0,0.032569619343390616,0.03890904,26.256206076106523,26.40996,1.3018684050389646
3552,DoE1_R3_aug_09,4.512439404047144,0.0,0.0,2.639404115102674,2.532948,29.2144638680735,27.628103,1.3515775718534908
3584,DoE1_R3_aug_09,4.774030094136833,0.0,0.0,2.7407882456766566,2.8575122,29.32919680789023,29.573183,1.3548525878004434
3639,DoE1_R3_aug_09,5.2236390927284875,0.0,0.0,2.907127134112425,2.5839872,29.525908213710196,31.15163,1.3603811695412704
3658,DoE1_R3_aug_09,5.37895856496924,0.0,0.0,2.962498861703709,3.0518997,29.59440501622734,27.117823,1.3622721848207946
3701,DoE1_R3_aug_09,5.730471054777261,0.0,0.0,3.084341033251203,3.448288,29.75188477234473,30.259655,1.3665383371018194
3703,DoE1_R3_aug_09,5.746820472907866,0.0,0.0,3.0898999546985184,2.7219179,29.75931894364033,27.460836,1.3667367173555345
3782,DoE1_R3_aug_09,6.392622489066787,0.0,0.0,3.3030382247921874,3.2657974,30.06440182339606,27.751692,1.3747357570151748
3000,DoE1_R3_aug_10,0.0,0.0,0.0,0.032569619343390616,0.033658028,26.256206076106523,27.610964,1.3018684050389646
3044,DoE1_R3_aug_10,0.35968719887332307,0.0,0.0,0.3188754625573058,0.25708804,26.615350952280014,26.078714,1.3052955497927123
3076,DoE1_R3_aug_10,0.6212778889630125,0.0,0.0,0.5167303177996719,0.47323126,26.85780863315051,24.702425,1.3080301072544027
3131,DoE1_R3_aug_10,1.0708868875546664,0.0,0.0,0.8373830769531161,0.75612473,27.240544118310048,27.653578,1.3129547554611656
3150,DoE1_R3_aug_10,1.2262063597954196,0.0,0.0,0.9426855453895265,1.038057,27.363459487002114,27.545431,1.314688389208994
3193,DoE1_R3_aug_10,1.5777188496034398,0.0,0.0,1.171124234176039,1.146928,27.62543069416874,27.6208,1.3186029487012136
3195,DoE1_R3_aug_10,1.5940682677340454,0.0,0.0,1.1814249227498044,1.0094646,27.63709478588266,27.606182,1.3187834208194413
3274,DoE1_R3_aug_10,2.2398702838929663,0.0,0.0,1.5664904335082093,1.7394253,28.064456065317675,26.180828,1.3256193288966616
3000,DoE1_R3_aug_11,0.0,0.0,0.0,0.032569619343390616,0.028247671,26.256206076106523,26.76111,1.3018684050389646
3199,DoE1_R3_aug_11,1.6267671039952565,0.0,0.0,1.2019416558783258,1.0100445,27.660289541320626,28.52933,1.3191436730573813
3284,DoE1_R3_aug_11,2.321617374545994,0.0,0.0,1.612326908920723,1.774252,28.114283229396918,27.526358,1.3263033912356363
3294,DoE1_R3_aug_11,2.4033644651990222,0.0,0.0,1.6575415633833188,1.7102599,28.163241988711157,28.477575,1.3272063405399603
3590,DoE1_R3_aug_11,4.82307834852865,0.0,0.0,2.7594030141562533,3.396394,29.350634757685455,27.959646,1.3554610749019704
3633,DoE1_R3_aug_11,5.1745908383366706,0.0,0.0,2.889429853423033,2.803787,29.50436923084176,31.833181,1.359782519064019
3777,DoE1_R3_aug_11,6.351748943740273,0.0,0.0,3.2898764544673305,3.3444602,30.044302509943776,32.013443,1.3742030856759264
3791,DoE1_R3_aug_11,6.466194870654512,0.0,0.0,3.326635194684964,3.1276703,30.100900647752653,31.773623,1.3756896106145635
3000,DoE1_R3_aug_12,0.0,0.0,0.0,0.032569619343390616,0.031161144,26.256206076106523,27.590792,1.3018684050389646
3216,DoE1_R3_aug_12,1.765737158105404,0.0,0.0,1.287891635197087,1.3924029,27.756920233954304,26.04566,1.3206625997809258
3338,DoE1_R3_aug_12,2.7630516640723455,0.0,0.0,1.8493385142838816,1.7701788,28.36904250083208,31.85473,1.3313114149732685
3431,DoE1_R3_aug_12,3.523299607145505,0.0,0.0,2.219352168395566,2.4869196,28.761059172883773,28.344107,1.3403060920630134
3586,DoE1_R3_aug_12,4.790379512267439,0.0,0.0,2.7470065908272776,2.5106087,29.33634415472755,29.264736,1.3550555931695722
3996,DoE1_R3_aug_12,8.142010229041585,0.0,0.0,3.8464625793777256,3.4945824,31.087838947858717,29.354334,1.3973606242845065
4402,DoE1_R3_aug_12,11.460942109554521,0.0,0.0,5.0185615818997835,4.245561,34.6287743085266,36.65834,1.4439343761447385
4431,DoE1_R3_aug_12,11.698008672448301,0.0,0.0,5.1222607003023795,5.2384214,34.99945995434629,35.474937,1.4474436410521825
3000,DoE1_R3_aug_13,0.0,0.0,0.0,0.032569619343390616,0.030649101,26.256206076106523,25.082794,1.3018684050389646
3288,DoE1_R3_aug_13,2.3543162108072053,0.0,0.0,1.6304868595704298,1.4582679,28.133969398027034,26.847681,1.3266629865620256
3314,DoE1_R3_aug_13,2.5668586465050782,0.0,0.0,1.7461432415531626,1.5577462,28.258664554999587,29.829548,1.329048598028305
3375,DoE1_R3_aug_13,3.0655158994885485,0.0,0.0,2.0020365908026334,2.346403,28.53122316603604,25.964195,1.334873196684703
3627,DoE1_R3_aug_13,5.125542583944854,0.0,0.0,2.871627547800211,2.7811801,29.48286395505833,30.028095,1.359182995288423
3866,DoE1_R3_aug_13,7.079298050552222,0.0,0.0,3.519449628165514,3.3895035,30.423636519437647,31.057533,1.3834880821447153
4012,DoE1_R3_aug_13,8.27280557408643,0.0,0.0,3.8868931173607337,3.6903546,31.18114440621715,31.699038,1.3991888574425595
4328,DoE1_R3_aug_13,10.856013638722114,0.0,0.0,4.770009556315729,5.2208834,33.76566433444438,31.534151,1.4350800408412923
3000,DoE1_R3_aug_14,0.0,0.0,0.0,0.032569619343390616,0.035058092,26.256206076106523,27.380693,1.3018684050389646
3542,DoE1_R3_aug_14,4.430692313394116,0.0,0.0,2.606962613228164,2.5800426,29.178380010932603,31.102934,1.3505424156834058
3576,DoE1_R3_aug_14,4.708632421614411,0.0,0.0,2.715778876335545,2.6931238,29.300588639260614,29.636728,1.3540387230984163
3631,DoE1_R3_aug_14,5.158241420206065,0.0,0.0,2.8835075218713917,2.7065063,29.49719735438083,27.097633,1.359582779402788
4013,DoE1_R3_aug_14,8.280980283151733,0.0,0.0,3.8894252954879773,3.8080592,31.18707158667052,32.94494,1.3993044356879756
4125,DoE1_R3_aug_14,9.196547698465647,0.0,0.0,4.179525802019011,4.103606,31.929579904030046,32.49953,1.411471538115387
4336,DoE1_R3_aug_14,10.921411311244537,0.0,0.0,4.795846621144335,4.1932106,33.85346970710298,32.22982,1.4360378620957714
4422,DoE1_R3_aug_14,11.624436290860578,0.0,0.0,5.089672284506243,4.4140806,34.88238698504983,36.07263,1.4463496435418501
3000,DoE1_R3_aug_15,0.0,0.0,0.0,0.032569619343390616,0.035935063,26.256206076106523,25.512081,1.3018684050389646
3385,DoE1_R3_aug_15,3.1472629901415767,0.0,0.0,2.0420273180956157,2.1890306,28.573546214023395,27.066517,1.3358441444495253
3673,DoE1_R3_aug_15,5.5015792009487825,0.0,0.0,3.0055265360469443,3.4333656,29.648886555510394,28.653069,1.3637614880686204
3724,DoE1_R3_aug_15,5.918489363279225,0.0,0.0,3.147738441569661,3.3200042,29.838112016607973,27.5041,1.3688217395670743
3766,DoE1_R3_aug_15,6.261827144021942,0.0,0.0,3.2607820196005277,3.147974,30.00051087379257,30.372772,1.373015167825632
3920,DoE1_R3_aug_15,7.520732340078573,0.0,0.0,3.6555598169049333,3.66512,30.680965902501327,31.389238,1.3891038286507396
4209,DoE1_R3_aug_15,9.88322325995108,0.0,0.0,4.410665159148538,5.0657353,32.60369511597241,33.919495,1.4212991278575062
4275,DoE1_R3_aug_15,10.422754058261066,0.0,0.0,4.604519539283494,3.918405,33.21576781884925,30.769943,1.4286690520664338
4500,DoE1_R4_aug_01,0.0,0.0,0.0,0.048542182032943075,0.04633061,24.967330151007825,23.818552,1.3012868750934172
4995,DoE1_R4_aug_01,4.050150100066712,0.0,0.0,3.8506572982099154,4.046701,34.19911741838642,32.286476,1.4432194340295843
5011,DoE1_R4_aug_01,4.18106404269513,0.0,0.0,3.9741079500492016,4.760096,34.4692230476661,33.58251,1.4489300851169027
5022,DoE1_R4_aug_01,4.271067378252169,0.0,0.0,4.058713603354806,5.1205273,34.6540663927426,33.3536,1.4529012017711869
5175,DoE1_R4_aug_01,5.522931954636425,0.0,0.0,5.204616668945835,5.3166757,37.15795299314224,37.784996,1.51029042839294
5178,DoE1_R4_aug_01,5.547478318879254,0.0,0.0,5.226364736270279,5.9994917,37.20588450663467,36.12223,1.5115590969014125
5207,DoE1_R4_aug_01,5.784759839893263,0.0,0.0,5.434849544044687,4.687003,37.66710599169505,36.083813,1.52393513600497
5248,DoE1_R4_aug_01,6.120226817878587,0.0,0.0,5.723814976590888,4.7420907,38.31286675095818,37.25534,1.5415886287565257
4500,DoE1_R4_aug_02,0.0,0.0,0.0,0.048542182032943075,0.045600194,24.967330151007825,23.693035,1.3012868750934172
5230,DoE1_R4_aug_02,5.972948632421615,0.0,0.0,5.597826989201356,4.9152126,38.0302482899497,37.756084,1.5338353688570743
5246,DoE1_R4_aug_02,6.103862575050034,0.0,0.0,5.709886243971514,5.9846573,38.28153180578734,38.781715,1.5407280642632646
5257,DoE1_R4_aug_02,6.193865910607072,0.0,0.0,5.786272974523007,5.5274043,38.453669387726755,42.043972,1.5454559230154574
5410,DoE1_R4_aug_02,7.445730486991328,0.0,0.0,6.785134165860872,7.5164447,40.80063698915198,39.793884,1.6151728268455992
5413,DoE1_R4_aug_02,7.470276851234157,0.0,0.0,6.803388709544214,6.899214,40.84586107990373,38.9328,1.6167074966815678
5442,DoE1_R4_aug_02,7.707558372248166,0.0,0.0,6.976892522842803,6.5556917,41.28164333767885,41.828503,1.631754343853011
5483,DoE1_R4_aug_02,8.04302535023349,0.0,0.0,7.212659110545369,7.0414615,41.89370375541409,43.15708,1.6535097734998285
4500,DoE1_R4_aug_03,0.0,0.0,0.0,0.048542182032943075,0.06097922,24.967330151007825,25.13077,1.3012868750934172
5227,DoE1_R4_aug_03,5.9484022681787865,0.0,0.0,5.576693525713221,5.755102,37.98301175784228,35.803104,1.5325424597115076
5243,DoE1_R4_aug_03,6.079316210807206,0.0,0.0,5.688960003387846,4.9778876,38.234498150402615,38.467392,1.5394366139254967
5254,DoE1_R4_aug_03,6.169319546364243,0.0,0.0,5.765494144417253,6.7622347,38.40677221723966,36.450214,1.5441679098793881
5407,DoE1_R4_aug_03,7.4211841227485,0.0,0.0,6.766823436350721,6.8860893,40.75538534910234,42.82132,1.613642781878608
5410,DoE1_R4_aug_03,7.445730486991328,0.0,0.0,6.785134165860872,8.100204,40.80063698915198,39.846306,1.6151728268455992
5439,DoE1_R4_aug_03,7.6830120080053375,0.0,0.0,6.959196559022162,6.845494,41.236676205412564,40.070778,1.6301818409614552
5480,DoE1_R4_aug_03,8.018478985990662,0.0,0.0,7.195800645500663,8.134416,41.8490709884837,39.183376,1.6519050415599976
4500,DoE1_R4_aug_04,0.0,0.0,0.0,0.048542182032943075,0.050198127,24.967330151007825,26.160976,1.3012868750934172
4848,DoE1_R4_aug_04,2.8473782521681126,0.0,0.0,2.7026529226873977,2.4053135,31.643933700309653,31.429628,1.394185567011585
4864,DoE1_R4_aug_04,2.9782921947965315,0.0,0.0,2.8282431033254145,3.0941186,31.928831082866964,31.92083,1.3992288912707627
4875,DoE1_R4_aug_04,3.0682955303535695,0.0,0.0,2.914561974503787,2.7948987,32.12369710871085,32.38035,1.4027370311367415
5028,DoE1_R4_aug_04,4.320160106737826,0.0,0.0,4.104764331243765,3.7757206,34.75460041689264,36.34321,1.4543871080538986
5031,DoE1_R4_aug_04,4.344706470980654,0.0,0.0,4.127762805296796,4.187982,34.80479136983158,37.05741,1.4553474867136393
5060,DoE1_R4_aug_04,4.581987991994664,0.0,0.0,4.349091938088434,4.7452774,35.28739588456182,36.683205,1.4651160882094454
5101,DoE1_R4_aug_04,4.917454969979987,0.0,0.0,4.658557927260261,4.664587,35.96197070456658,36.60613,1.4802358352293457
4500,DoE1_R4_aug_05,0.0,0.0,0.0,0.048542182032943075,0.046257976,24.967330151007825,25.850155,1.3012868750934172
5042,DoE1_R4_aug_05,4.434709806537692,0.0,0.0,4.211931473885278,4.232931,34.98839449371541,37.623177,1.4589518747047017
5058,DoE1_R4_aug_05,4.565623749166111,0.0,0.0,4.333888432509672,4.395256,35.25426082146377,33.700993,1.4644156483140705
5069,DoE1_R4_aug_05,4.655627084723149,0.0,0.0,4.417389704276221,4.4600224,35.43623653470836,38.8966,1.4683136710013593
5222,DoE1_R4_aug_05,5.9074916611074055,0.0,0.0,5.541387000543918,6.153212,37.90419830637785,38.213833,1.530388114339395
5225,DoE1_R4_aug_05,5.932038025350234,0.0,0.0,5.562583473052441,5.8243074,37.951499295539094,36.905876,1.5316806187614218
5254,DoE1_R4_aug_05,6.169319546364243,0.0,0.0,5.765494144417253,5.501134,38.40677221723966,37.09912,1.5441679098793881
5295,DoE1_R4_aug_05,6.5047865243495675,0.0,0.0,6.045830310129492,5.3836355,39.044576031162265,39.250042,1.561081339478645
4500,DoE1_R4_aug_06,0.0,0.0,0.0,0.048542182032943075,0.054904398,24.967330151007825,25.236448,1.3012868750934172
4838,DoE1_R4_aug_06,2.7655570380253507,0.0,0.0,2.6241555146218274,3.4291723,31.464985834743434,32.468563,1.3910690485686872
4854,DoE1_R4_aug_06,2.8964709806537696,0.0,0.0,2.7497518344275367,2.1766,31.750973836542187,32.685715,1.3960685871170257
4865,DoE1_R4_aug_06,2.9864743162108076,0.0,0.0,2.8360914087206823,2.5751889,31.946579686950567,32.04144,1.3995464338730483
